,key,values,quest_id
0,item1,R,905ddcf2-ce95-11eb-9a92-7c67a234f601
1,item11,Excel,905ddcf2-ce95-11eb-9a92-7c67a234f601
2,item2,Python,905e2608-ce95-11eb-809f-7c67a234f601
3,item3,Java,905e2608-ce95-11eb-809f-7c67a234f601
4,item4,JavaScript,905e2608-ce95-11eb-809f-7c67a234f601
5,item10,SQL,905e2608-ce95-11eb-809f-7c67a234f601
6,item11,Excel,905e2608-ce95-11eb-809f-7c67a234f601
7,item12,Bash,905e2608-ce95-11eb-809f-7c67a234f601
8,item14,Git,905e2608-ce95-11eb-809f-7c67a234f601
9,item11,Excel,905e4cf5-ce95-11eb-96a9-7c67a234f601
10,item3,Java,905e4cf5-ce95-11eb-96a9-7c67a234f601
11,item4,JavaScript,905e4cf5-ce95-11eb-96a9-7c67a234f601
12,item8,PHP,905e4cf5-ce95-11eb-96a9-7c67a234f601
13,item2,Python,905e4cf5-ce95-11eb-96a9-7c67a234f601
14,item8,PHP,905e73fd-ce95-11eb-a7b0-7c67a234f601
15,item12,Bash,905e73fd-ce95-11eb-a7b0-7c67a234f601
16,item2,Python,905e9b27-ce95-11eb-9c37-7c67a234f601
17,item11,Excel,905e9b27-ce95-11eb-9c37-7c67a234f601
18,item4,JavaScript,905e9b27-ce95-11eb-9c37-7c67a234f601
19,item3,Java,905e9b27-ce95-11eb-9c37-7c67a234f601
20,item10,SQL,905e9b27-ce95-11eb-9c37-7c67a234f601
21,item1,R,905ec1ec-ce95-11eb-8136-7c67a234f601
22,item2,Python,905ec1ec-ce95-11eb-8136-7c67a234f601
23,item3,Java,905ec1ec-ce95-11eb-8136-7c67a234f601
24,item8,PHP,905ec1ec-ce95-11eb-8136-7c67a234f601
25,item10,SQL,905ec1ec-ce95-11eb-8136-7c67a234f601
26,item11,Excel,905ec1ec-ce95-11eb-8136-7c67a234f601
27,item8,PHP,905ec1ed-ce95-11eb-829c-7c67a234f601
28,item11,Excel,905ec1ed-ce95-11eb-829c-7c67a234f601
29,item3,Java,905ec1ed-ce95-11eb-829c-7c67a234f601
30,item4,JavaScript,905ec1ed-ce95-11eb-829c-7c67a234f601
31,item11,Excel,905ef688-ce95-11eb-9b57-7c67a234f601
32,item11,Excel,905f0fbd-ce95-11eb-b153-7c67a234f601
33,item14,Git,905f0fbd-ce95-11eb-b153-7c67a234f601
34,item3,Java,905f0fbd-ce95-11eb-b153-7c67a234f601
35,item13,PowerBI or Tableau,905f0fbd-ce95-11eb-b153-7c67a234f601
36,other,other,905f0fbd-ce95-11eb-b153-7c67a234f601
37,item11,Excel,905f0fbe-ce95-11eb-8396-7c67a234f601
38,item4,JavaScript,905f0fbe-ce95-11eb-8396-7c67a234f601
39,item2,Python,905f0fbe-ce95-11eb-8396-7c67a234f601
40,item12,Bash,905f36c8-ce95-11eb-bef0-7c67a234f601
41,item10,SQL,905f36c8-ce95-11eb-bef0-7c67a234f601
42,item8,PHP,905f36c8-ce95-11eb-bef0-7c67a234f601
43,item11,Excel,905f36c9-ce95-11eb-aa33-7c67a234f601
44,item10,SQL,905f36c9-ce95-11eb-aa33-7c67a234f601
45,item11,Excel,905f36ca-ce95-11eb-9411-7c67a234f601
46,item4,JavaScript,905f5dbf-ce95-11eb-a1fb-7c67a234f601
47,item8,PHP,905f5dbf-ce95-11eb-a1fb-7c67a234f601
48,item10,SQL,905f5dbf-ce95-11eb-a1fb-7c67a234f601
49,item11,Excel,905f5dbf-ce95-11eb-a1fb-7c67a234f601
50,item11,Excel,905f5dc0-ce95-11eb-8056-7c67a234f601
51,item3,Java,905f5dc0-ce95-11eb-8056-7c67a234f601
52,item1,R,905f5dc1-ce95-11eb-bfa7-7c67a234f601
53,item2,Python,905f5dc1-ce95-11eb-bfa7-7c67a234f601
54,item3,Java,905f5dc1-ce95-11eb-bfa7-7c67a234f601
55,item8,PHP,905f84ab-ce95-11eb-8886-7c67a234f601
56,item10,SQL,905f84ab-ce95-11eb-8886-7c67a234f601
57,item11,Excel,905f84ab-ce95-11eb-8886-7c67a234f601
58,item14,Git,905f84ab-ce95-11eb-8886-7c67a234f601
59,item4,JavaScript,905f84ab-ce95-11eb-8886-7c67a234f601
60,item3,Java,905f84ab-ce95-11eb-8886-7c67a234f601
61,item2,Python,905f84ac-ce95-11eb-bf5f-7c67a234f601
62,item4,JavaScript,905f84ac-ce95-11eb-bf5f-7c67a234f601
63,item10,SQL,905f84ac-ce95-11eb-bf5f-7c67a234f601
64,item11,Excel,905f84ac-ce95-11eb-bf5f-7c67a234f601
65,item1,R,905f84ac-ce95-11eb-bf5f-7c67a234f601
66,item3,Java,905f84ac-ce95-11eb-bf5f-7c67a234f601
67,item3,Java,905fab9d-ce95-11eb-a1ed-7c67a234f601
68,item10,SQL,905fab9d-ce95-11eb-a1ed-7c67a234f601
69,item11,Excel,905fab9d-ce95-11eb-a1ed-7c67a234f601
70,item8,PHP,905fab9d-ce95-11eb-a1ed-7c67a234f601
71,item4,JavaScript,905fab9d-ce95-11eb-a1ed-7c67a234f601
72,item2,Python,905fab9d-ce95-11eb-a1ed-7c67a234f601
73,item11,Excel,905fab9e-ce95-11eb-a53d-7c67a234f601
74,item11,Excel,905ff97f-ce95-11eb-a994-7c67a234f601
75,other,other,905ff97f-ce95-11eb-a994-7c67a234f601
76,item8,PHP,905ff980-ce95-11eb-98b7-7c67a234f601
77,item10,SQL,905ff980-ce95-11eb-98b7-7c67a234f601
78,item11,Excel,905ff980-ce95-11eb-98b7-7c67a234f601
79,other,other,905ff980-ce95-11eb-98b7-7c67a234f601
80,item11,Excel,90602078-ce95-11eb-bc1d-7c67a234f601
81,item4,JavaScript,906036c8-ce95-11eb-8c78-7c67a234f601
82,item11,Excel,9060477c-ce95-11eb-ace3-7c67a234f601
83,item10,SQL,9060477c-ce95-11eb-ace3-7c67a234f601
84,item11,Excel,9060477d-ce95-11eb-ab2e-7c67a234f601
85,item4,JavaScript,9060477d-ce95-11eb-ab2e-7c67a234f601
86,item3,Java,9060477d-ce95-11eb-ab2e-7c67a234f601
87,item8,PHP,9060477d-ce95-11eb-ab2e-7c67a234f601
88,item10,SQL,9060477d-ce95-11eb-ab2e-7c67a234f601
89,item1,R,9060617e-ce95-11eb-bd26-7c67a234f601
90,item2,Python,9060617e-ce95-11eb-bd26-7c67a234f601
91,item3,Java,9060617e-ce95-11eb-bd26-7c67a234f601
92,item4,JavaScript,9060617e-ce95-11eb-bd26-7c67a234f601
93,item10,SQL,9060617e-ce95-11eb-bd26-7c67a234f601
94,item11,Excel,9060617e-ce95-11eb-bd26-7c67a234f601
